,PROVINCIA,Código municipio (INE),MUNICIPIO,Código comarca,COMARCA,GRUPO DE CULTIVO,Código cultivo,CULTIVO,SECANO (hectáreas),REGADIO (hectáreas),SUPERFICIE CULTIVADA (hectáreas),año
1760,VALENCIA,46033,ALMISERÀ,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,69,69,2017
1761,VALENCIA,46033,ALMISERÀ,25,LA SAFOR,FRUTALES,1218,ALMENDRO,4,0,4,2017
1763,VALENCIA,46033,ALMISERÀ,25,LA SAFOR,FRUTALES,12173,CAQUI,0,2,2,2017
1799,VALENCIA,46034,ALMOINES,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,55,55,2017
1800,VALENCIA,46034,ALMOINES,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,61,61,2017
1801,VALENCIA,46034,ALMOINES,25,LA SAFOR,FRUTALES,1213,AGUACATE,0,6,6,2017
1836,VALENCIA,46035,ALMUSSAFES,21,LA RIBERA BAIXA,CITRICOS,1101,NARANJO DULCE,0,74,74,2017
1837,VALENCIA,46035,ALMUSSAFES,21,LA RIBERA BAIXA,CITRICOS,1103,MANDARINO,0,105,105,2017
1838,VALENCIA,46035,ALMUSSAFES,21,LA RIBERA BAIXA,FRUTALES,1206,ALBARICOQUERO,0,1,1,2017
1839,VALENCIA,46035,ALMUSSAFES,21,LA RIBERA BAIXA,FRUTALES,1208,MELOCOTONERO,0,20,20,2017
1840,VALENCIA,46035,ALMUSSAFES,21,LA RIBERA BAIXA,FRUTALES,1210,HIGUERA,0,1,1,2017
1841,VALENCIA,46035,ALMUSSAFES,21,LA RIBERA BAIXA,FRUTALES,12171,KIWI,0,1,1,2017
1842,VALENCIA,46035,ALMUSSAFES,21,LA RIBERA BAIXA,FRUTALES,12173,CAQUI,0,125,125,2017
1873,VALENCIA,46036,ALPUENTE,10,LOS SERRANOS,FRUTALES,1201,MANZANO,1,1,2,2017
1874,VALENCIA,46036,ALPUENTE,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,840,33,873,2017
1875,VALENCIA,46036,ALPUENTE,10,LOS SERRANOS,FRUTALES,1219,NOGAL,4,8,12,2017
1898,VALENCIA,46037,ALQUERIA DE LA COMTESSA (L'),25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,23,23,2017
1899,VALENCIA,46037,ALQUERIA DE LA COMTESSA (L'),25,LA SAFOR,CITRICOS,1103,MANDARINO,0,66,66,2017
1941,VALENCIA,46038,ANDILLA,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,683,6,689,2017
1942,VALENCIA,46038,ANDILLA,10,LOS SERRANOS,FRUTALES,1219,NOGAL,1,0,1,2017
1989,VALENCIA,46039,ANNA,22,LA CANAL DE NAVARRÉS,CITRICOS,1101,NARANJO DULCE,0,110,110,2017
1990,VALENCIA,46039,ANNA,22,LA CANAL DE NAVARRÉS,CITRICOS,1103,MANDARINO,0,184,184,2017
1991,VALENCIA,46039,ANNA,22,LA CANAL DE NAVARRÉS,FRUTALES,1201,MANZANO,0,2,2,2017
1992,VALENCIA,46039,ANNA,22,LA CANAL DE NAVARRÉS,FRUTALES,1206,ALBARICOQUERO,9,14,23,2017
1993,VALENCIA,46039,ANNA,22,LA CANAL DE NAVARRÉS,FRUTALES,1208,MELOCOTONERO,0,5,5,2017
1994,VALENCIA,46039,ANNA,22,LA CANAL DE NAVARRÉS,FRUTALES,1209,CIRUELO,5,4,9,2017
1995,VALENCIA,46039,ANNA,22,LA CANAL DE NAVARRÉS,FRUTALES,1212,GRANADO,0,2,2,2017
1996,VALENCIA,46039,ANNA,22,LA CANAL DE NAVARRÉS,FRUTALES,1218,ALMENDRO,7,0,7,2017
1997,VALENCIA,46039,ANNA,22,LA CANAL DE NAVARRÉS,FRUTALES,1219,NOGAL,0,2,2,2017
2002,VALENCIA,46039,ANNA,22,LA CANAL DE NAVARRÉS,FRUTALES,12173,CAQUI,0,55,55,2017
2045,VALENCIA,46040,ANTELLA,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,330,330,2017
2046,VALENCIA,46040,ANTELLA,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,242,242,2017
2047,VALENCIA,46040,ANTELLA,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,0,3,3,2017
2048,VALENCIA,46040,ANTELLA,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,4,4,2017
2049,VALENCIA,46040,ANTELLA,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,2,2,2017
2051,VALENCIA,46040,ANTELLA,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,45,45,2017
2086,VALENCIA,46041,ARAS DE LOS OLMOS,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,722,31,753,2017
2131,VALENCIA,46042,AIELO DE MALFERIT,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,18,18,2017
2132,VALENCIA,46042,AIELO DE MALFERIT,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,8,8,2017
2133,VALENCIA,46042,AIELO DE MALFERIT,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,50,88,138,2017
2134,VALENCIA,46042,AIELO DE MALFERIT,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,12,5,17,2017
2135,VALENCIA,46042,AIELO DE MALFERIT,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,2,3,5,2017
2136,VALENCIA,46042,AIELO DE MALFERIT,24,LA VALL D'ALBAIDA,FRUTALES,1210,HIGUERA,0,1,1,2017
2137,VALENCIA,46042,AIELO DE MALFERIT,24,LA VALL D'ALBAIDA,FRUTALES,1212,GRANADO,0,1,1,2017
2138,VALENCIA,46042,AIELO DE MALFERIT,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,34,1,35,2017
2143,VALENCIA,46042,AIELO DE MALFERIT,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,1,24,25,2017
2206,VALENCIA,46043,AIELO DE RUGAT,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,21,21,2017
2207,VALENCIA,46043,AIELO DE RUGAT,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,10,10,2017
2208,VALENCIA,46043,AIELO DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,8,6,14,2017
2209,VALENCIA,46043,AIELO DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,10,8,18,2017
2210,VALENCIA,46043,AIELO DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,4,5,9,2017
2211,VALENCIA,46043,AIELO DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1210,HIGUERA,0,1,1,2017
2212,VALENCIA,46043,AIELO DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,3,0,3,2017
2217,VALENCIA,46043,AIELO DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,1,31,32,2017
2267,VALENCIA,46044,AYORA,19,EL VALLE DE AYORA,FRUTALES,1208,MELOCOTONERO,8,14,22,2017
2268,VALENCIA,46044,AYORA,19,EL VALLE DE AYORA,FRUTALES,1209,CIRUELO,1,1,2,2017
2269,VALENCIA,46044,AYORA,19,EL VALLE DE AYORA,FRUTALES,1218,ALMENDRO,1295,4,1299,2017
2270,VALENCIA,46044,AYORA,19,EL VALLE DE AYORA,FRUTALES,1219,NOGAL,0,166,166,2017
2271,VALENCIA,46044,AYORA,19,EL VALLE DE AYORA,FRUTALES,1222,PISTACHO,37,1,38,2017
2304,VALENCIA,46045,BARXETA,23,LA COSTERA,CITRICOS,1101,NARANJO DULCE,0,303,303,2017
2305,VALENCIA,46045,BARXETA,23,LA COSTERA,CITRICOS,1103,MANDARINO,0,393,393,2017
2306,VALENCIA,46045,BARXETA,23,LA COSTERA,CITRICOS,1105,POMELO,0,4,4,2017
2307,VALENCIA,46045,BARXETA,23,LA COSTERA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,1,1,2017
2308,VALENCIA,46045,BARXETA,23,LA COSTERA,FRUTALES,1202,PERAL,0,6,6,2017
2309,VALENCIA,46045,BARXETA,23,LA COSTERA,FRUTALES,1206,ALBARICOQUERO,0,67,67,2017
2310,VALENCIA,46045,BARXETA,23,LA COSTERA,FRUTALES,1208,MELOCOTONERO,0,9,9,2017
2311,VALENCIA,46045,BARXETA,23,LA COSTERA,FRUTALES,1209,CIRUELO,16,39,55,2017
2312,VALENCIA,46045,BARXETA,23,LA COSTERA,FRUTALES,1210,HIGUERA,1,1,2,2017
2316,VALENCIA,46045,BARXETA,23,LA COSTERA,FRUTALES,12171,KIWI,0,1,1,2017
2317,VALENCIA,46045,BARXETA,23,LA COSTERA,FRUTALES,12173,CAQUI,0,80,80,2017
2332,VALENCIA,46046,BARX,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,15,15,2017
2333,VALENCIA,46046,BARX,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,24,24,2017
2334,VALENCIA,46046,BARX,25,LA SAFOR,FRUTALES,1206,ALBARICOQUERO,0,1,1,2017
2335,VALENCIA,46046,BARX,25,LA SAFOR,FRUTALES,1208,MELOCOTONERO,0,2,2,2017
2336,VALENCIA,46046,BARX,25,LA SAFOR,FRUTALES,1209,CIRUELO,4,4,8,2017
2337,VALENCIA,46046,BARX,25,LA SAFOR,FRUTALES,1210,HIGUERA,1,1,2,2017
2338,VALENCIA,46046,BARX,25,LA SAFOR,FRUTALES,1218,ALMENDRO,56,2,58,2017
2342,VALENCIA,46046,BARX,25,LA SAFOR,FRUTALES,12173,CAQUI,0,1,1,2017
2356,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,44,44,2017
2357,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,90,90,2017
2358,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,CITRICOS,1105,POMELO,0,1,1,2017
2359,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,70,55,125,2017
2360,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,21,35,56,2017
2361,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,15,33,48,2017
2362,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,FRUTALES,1212,GRANADO,0,6,6,2017
2363,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,4,4,8,2017
2369,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,6,157,163,2017
2421,VALENCIA,46048,BELLREGUARD,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,88,88,2017
2422,VALENCIA,46048,BELLREGUARD,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,29,29,2017
2423,VALENCIA,46048,BELLREGUARD,25,LA SAFOR,FRUTALES,12173,CAQUI,0,1,1,2017
2491,VALENCIA,46049,BELLÚS,24,LA VALL D'ALBAIDA,FRUTALES,1210,HIGUERA,1,1,2,2017
2492,VALENCIA,46049,BELLÚS,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,3,0,3,2017
2496,VALENCIA,46049,BELLÚS,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,1,0,1,2017
2548,VALENCIA,46050,BENAGÉBER,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,16,1,17,2017
2609,VALENCIA,46051,BENAGUASIL,11,EL CAMP DE TÚRIA,CITRICOS,1101,NARANJO DULCE,0,650,650,2017
2610,VALENCIA,46051,BENAGUASIL,11,EL CAMP DE TÚRIA,CITRICOS,1103,MANDARINO,0,159,159,2017
2611,VALENCIA,46051,BENAGUASIL,11,EL CAMP DE TÚRIA,FRUTALES,1212,GRANADO,0,4,4,2017
2612,VALENCIA,46051,BENAGUASIL,11,EL CAMP DE TÚRIA,FRUTALES,1213,AGUACATE,0,5,5,2017
2613,VALENCIA,46051,BENAGUASIL,11,EL CAMP DE TÚRIA,FRUTALES,1218,ALMENDRO,4,1,5,2017
2618,VALENCIA,46051,BENAGUASIL,11,EL CAMP DE TÚRIA,FRUTALES,12173,CAQUI,0,14,14,2017
2662,VALENCIA,46052,BENAVITES,12,EL CAMP DE MORVEDRE,CITRICOS,1101,NARANJO DULCE,0,96,96,2017
2663,VALENCIA,46052,BENAVITES,12,EL CAMP DE MORVEDRE,CITRICOS,1103,MANDARINO,0,169,169,2017
2664,VALENCIA,46052,BENAVITES,12,EL CAMP DE MORVEDRE,FRUTALES,1213,AGUACATE,0,4,4,2017
2665,VALENCIA,46052,BENAVITES,12,EL CAMP DE MORVEDRE,FRUTALES,12173,CAQUI,0,5,5,2017
2723,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,79,79,2017
2724,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,55,55,2017
2725,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,0,1,1,2017
2726,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,3,3,2017
2727,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,1,1,2017
2728,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,75,75,2017
2785,VALENCIA,46055,BENIARJÓ,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,115,115,2017
2786,VALENCIA,46055,BENIARJÓ,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,50,50,2017
2834,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,20,20,2017
2835,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,4,4,2017
2836,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,1202,PERAL,1,0,1,2017
2837,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,16,10,26,2017
2838,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,10,8,18,2017
2839,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,8,9,17,2017
2840,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,1210,HIGUERA,1,1,2,2017
2841,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,8,0,8,2017
2845,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,7,7,2017
2869,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,41,41,2017
2870,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,72,72,2017
2871,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,CITRICOS,1104,LIMONERO,0,1,1,2017
2872,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,10,12,22,2017
2873,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,5,4,9,2017
2874,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,10,22,32,2017
2875,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,FRUTALES,1212,GRANADO,0,1,1,2017
2876,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,14,1,15,2017
2879,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,10,10,2017
2931,VALENCIA,46058,BENIFAIRÓ DE LES VALLS,12,EL CAMP DE MORVEDRE,CITRICOS,1101,NARANJO DULCE,0,41,41,2017
2932,VALENCIA,46058,BENIFAIRÓ DE LES VALLS,12,EL CAMP DE MORVEDRE,CITRICOS,1103,MANDARINO,0,122,122,2017
2933,VALENCIA,46058,BENIFAIRÓ DE LES VALLS,12,EL CAMP DE MORVEDRE,FRUTALES,1213,AGUACATE,0,9,9,2017
2935,VALENCIA,46058,BENIFAIRÓ DE LES VALLS,12,EL CAMP DE MORVEDRE,FRUTALES,12173,CAQUI,0,3,3,2017
2996,VALENCIA,46059,BENIFAIRÓ DE LA VALLDIGNA,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,455,455,2017
2997,VALENCIA,46059,BENIFAIRÓ DE LA VALLDIGNA,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,258,258,2017
2998,VALENCIA,46059,BENIFAIRÓ DE LA VALLDIGNA,25,LA SAFOR,CITRICOS,1105,POMELO,0,1,1,2017
2999,VALENCIA,46059,BENIFAIRÓ DE LA VALLDIGNA,25,LA SAFOR,FRUTALES,12171,KIWI,0,1,1,2017
3000,VALENCIA,46059,BENIFAIRÓ DE LA VALLDIGNA,25,LA SAFOR,FRUTALES,12173,CAQUI,0,20,20,2017
3049,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,240,240,2017
3050,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,279,279,2017
3051,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,CITRICOS,1105,POMELO,0,3,3,2017
3052,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,0,3,3,2017
3053,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,73,73,2017
3054,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,5,5,2017
3055,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,FRUTALES,1213,AGUACATE,0,5,5,2017
3058,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,FRUTALES,12171,KIWI,0,1,1,2017
3059,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,485,485,2017
3107,VALENCIA,46061,BENIFLÁ,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,20,20,2017
3108,VALENCIA,46061,BENIFLÁ,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,9,9,2017
3133,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,46,46,2017
3134,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,84,84,2017
3135,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,1202,PERAL,1,0,1,2017
3136,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,1204,NISPERO,0,1,1,2017
3137,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,15,53,68,2017
3138,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,4,24,28,2017
3139,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,8,15,23,2017
3140,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,1210,HIGUERA,0,1,1,2017
3141,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,5,20,25,2017
3144,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,142,142,2017
3186,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,67,67,2017
3187,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,248,248,2017
3188,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,0,16,16,2017
3189,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,105,105,2017
3190,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,FRUTALES,1209,CIRUELO,0,2,2,2017
3191,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,FRUTALES,1218,ALMENDRO,1,0,1,2017
3193,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,FRUTALES,12171,KIWI,0,1,1,2017
3194,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,497,497,2017
3250,VALENCIA,46064,BENIMUSLEM,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,190,190,2017
3251,VALENCIA,46064,BENIMUSLEM,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,63,63,2017
3252,VALENCIA,46064,BENIMUSLEM,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,9,9,2017
3253,VALENCIA,46064,BENIMUSLEM,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,76,76,2017
3354,VALENCIA,46065,BENIPARRELL,16,L'HORTA SUD,CITRICOS,1101,NARANJO DULCE,0,17,17,2017
3355,VALENCIA,46065,BENIPARRELL,16,L'HORTA SUD,CITRICOS,1103,MANDARINO,0,31,31,2017
3356,VALENCIA,46065,BENIPARRELL,16,L'HORTA SUD,FRUTALES,1212,GRANADO,0,1,1,2017
3358,VALENCIA,46065,BENIPARRELL,16,L'HORTA SUD,FRUTALES,12173,CAQUI,0,14,14,2017
3374,VALENCIA,46066,BENIRREDRÀ,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,1,1,2017
3375,VALENCIA,46066,BENIRREDRÀ,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,4,4,2017
3399,VALENCIA,46067,BENISANÓ,11,EL CAMP DE TÚRIA,CITRICOS,1101,NARANJO DULCE,0,37,37,2017
3400,VALENCIA,46067,BENISANÓ,11,EL CAMP DE TÚRIA,CITRICOS,1103,MANDARINO,0,5,5,2017
3401,VALENCIA,46067,BENISANÓ,11,EL CAMP DE TÚRIA,CITRICOS,1105,POMELO,0,5,5,2017
3402,VALENCIA,46067,BENISANÓ,11,EL CAMP DE TÚRIA,FRUTALES,1213,AGUACATE,0,5,5,2017
3403,VALENCIA,46067,BENISANÓ,11,EL CAMP DE TÚRIA,FRUTALES,1218,ALMENDRO,1,0,1,2017
3423,VALENCIA,46068,BENISSODA,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,16,16,2017
3424,VALENCIA,46068,BENISSODA,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,2,2,2017
3425,VALENCIA,46068,BENISSODA,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,8,7,15,2017
3426,VALENCIA,46068,BENISSODA,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,2,0,2,2017
3427,VALENCIA,46068,BENISSODA,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,6,5,11,2017
3428,VALENCIA,46068,BENISSODA,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,3,0,3,2017
3432,VALENCIA,46068,BENISSODA,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,10,15,25,2017
3450,VALENCIA,46069,BENISUERA,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,0,2,2,2017
3451,VALENCIA,46069,BENISUERA,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,5,5,10,2017
3452,VALENCIA,46069,BENISUERA,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,3,0,3,2017
3500,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,CITRICOS,1101,NARANJO DULCE,0,1430,1430,2017
3501,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,CITRICOS,1103,MANDARINO,0,1263,1263,2017
3502,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,CITRICOS,1104,LIMONERO,0,1,1,2017
3503,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,CITRICOS,1105,POMELO,0,13,13,2017
3504,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,10,10,2017
3505,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,1204,NISPERO,0,1,1,2017
3506,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,1206,ALBARICOQUERO,0,8,8,2017
3507,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,1208,MELOCOTONERO,0,35,35,2017
3508,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,1212,GRANADO,0,39,39,2017
3509,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,1218,ALMENDRO,148,105,253,2017
3514,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,12171,KIWI,0,1,1,2017
3515,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,12173,CAQUI,0,32,32,2017
3569,VALENCIA,46071,BICORP,22,LA CANAL DE NAVARRÉS,CITRICOS,1101,NARANJO DULCE,0,12,12,2017
3570,VALENCIA,46071,BICORP,22,LA CANAL DE NAVARRÉS,FRUTALES,1206,ALBARICOQUERO,0,1,1,2017
3571,VALENCIA,46071,BICORP,22,LA CANAL DE NAVARRÉS,FRUTALES,1208,MELOCOTONERO,0,3,3,2017
3572,VALENCIA,46071,BICORP,22,LA CANAL DE NAVARRÉS,FRUTALES,1218,ALMENDRO,79,3,82,2017
3622,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,1202,PERAL,1,0,1,2017
3623,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,2,1,3,2017
3624,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,1207,CEREZO Y GUINDO,7,4,11,2017
3625,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,9,8,17,2017
3626,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,57,2,59,2017
3627,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,1219,NOGAL,6,0,6,2017
3628,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,1220,AVELLANO,0,1,1,2017
3631,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,20,20,2017
