,PROVINCIA,Código municipio (INE),MUNICIPIO,Código comarca,COMARCA,GRUPO DE CULTIVO,Código cultivo,CULTIVO,SECANO (hectáreas),REGADIO (hectáreas),SUPERFICIE CULTIVADA (hectáreas),año
7700,VALENCIA,46073,BOLBAITE,22,LA CANAL DE NAVARRÉS,FRUTALES,1212,GRANADO,0,1,1,2020
7701,VALENCIA,46073,BOLBAITE,22,LA CANAL DE NAVARRÉS,FRUTALES,12173,CAQUI,0,39,39,2020
7702,VALENCIA,46073,BOLBAITE,22,LA CANAL DE NAVARRÉS,FRUTALES,1218,ALMENDRO,23,16,39,2020
7708,VALENCIA,46074,BONREPÒS I MIRAMBELL,13,L'HORTA NORD,CITRICOS,1101,NARANJO DULCE,0,9,9,2020
7709,VALENCIA,46074,BONREPÒS I MIRAMBELL,13,L'HORTA NORD,CITRICOS,1103,MANDARINO,0,2,2,2020
7710,VALENCIA,46074,BONREPÒS I MIRAMBELL,13,L'HORTA NORD,CITRICOS,1105,POMELO,0,6,6,2020
7711,VALENCIA,46074,BONREPÒS I MIRAMBELL,13,L'HORTA NORD,FRUTALES,1208,MELOCOTONERO,0,1,1,2020
7712,VALENCIA,46074,BONREPÒS I MIRAMBELL,13,L'HORTA NORD,FRUTALES,12173,CAQUI,0,1,1,2020
7713,VALENCIA,46075,BUFALI,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,3,5,8,2020
7714,VALENCIA,46075,BUFALI,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,0,4,4,2020
7715,VALENCIA,46075,BUFALI,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,5,5,10,2020
7716,VALENCIA,46075,BUFALI,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,9,9,2020
7717,VALENCIA,46075,BUFALI,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,4,0,4,2020
7721,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,CITRICOS,1101,NARANJO DULCE,0,381,381,2020
7722,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,CITRICOS,1103,MANDARINO,0,194,194,2020
7723,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,CITRICOS,1104,LIMONERO,0,19,19,2020
7724,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,1,1,2020
7725,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,FRUTALES,1206,ALBARICOQUERO,3,17,20,2020
7726,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,FRUTALES,1208,MELOCOTONERO,1,21,22,2020
7727,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,FRUTALES,12173,CAQUI,0,8,8,2020
7728,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,30,4,34,2020
7733,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,CITRICOS,1101,NARANJO DULCE,0,4,4,2020
7734,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,CITRICOS,1103,MANDARINO,0,19,19,2020
7735,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,CITRICOS,1104,LIMONERO,0,1,1,2020
7736,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,1202,PERAL,0,1,1,2020
7737,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,1204,NISPERO,0,1,1,2020
7738,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,1207,CEREZO Y GUINDO,6,8,14,2020
7739,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,1208,MELOCOTONERO,0,5,5,2020
7740,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,1209,CIRUELO,0,3,3,2020
7741,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,12173,CAQUI,0,14,14,2020
7742,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,1218,ALMENDRO,268,62,330,2020
7743,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,1219,NOGAL,3,0,3,2020
7749,VALENCIA,46078,BURJASSOT,13,L'HORTA NORD,CITRICOS,1101,NARANJO DULCE,0,5,5,2020
7750,VALENCIA,46078,BURJASSOT,13,L'HORTA NORD,CITRICOS,1103,MANDARINO,0,1,1,2020
7751,VALENCIA,46079,CALLES,10,LOS SERRANOS,CITRICOS,1101,NARANJO DULCE,0,10,10,2020
7752,VALENCIA,46079,CALLES,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,176,6,182,2020
7753,VALENCIA,46079,CALLES,10,LOS SERRANOS,FRUTALES,1219,NOGAL,2,0,2,2020
7757,VALENCIA,46080,CAMPORROBLES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1218,ALMENDRO,1181,168,1349,2020
7758,VALENCIA,46080,CAMPORROBLES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1219,NOGAL,1,0,1,2020
7759,VALENCIA,46080,CAMPORROBLES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1222,PISTACHO,73,14,87,2020
7763,VALENCIA,46081,CANALS,23,LA COSTERA,CITRICOS,1101,NARANJO DULCE,0,424,424,2020
7764,VALENCIA,46081,CANALS,23,LA COSTERA,CITRICOS,1103,MANDARINO,0,249,249,2020
7765,VALENCIA,46081,CANALS,23,LA COSTERA,CITRICOS,1104,LIMONERO,0,2,2,2020
7766,VALENCIA,46081,CANALS,23,LA COSTERA,CITRICOS,1105,POMELO,0,15,15,2020
7767,VALENCIA,46081,CANALS,23,LA COSTERA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,3,3,2020
7768,VALENCIA,46081,CANALS,23,LA COSTERA,FRUTALES,1204,NISPERO,0,1,1,2020
7769,VALENCIA,46081,CANALS,23,LA COSTERA,FRUTALES,1206,ALBARICOQUERO,1,2,3,2020
7770,VALENCIA,46081,CANALS,23,LA COSTERA,FRUTALES,1208,MELOCOTONERO,0,6,6,2020
7771,VALENCIA,46081,CANALS,23,LA COSTERA,FRUTALES,1209,CIRUELO,3,5,8,2020
7772,VALENCIA,46081,CANALS,23,LA COSTERA,FRUTALES,1210,HIGUERA,0,4,4,2020
7773,VALENCIA,46081,CANALS,23,LA COSTERA,FRUTALES,12173,CAQUI,0,64,64,2020
7774,VALENCIA,46081,CANALS,23,LA COSTERA,FRUTALES,1218,ALMENDRO,5,1,6,2020
7778,VALENCIA,46082,CANET D'EN BERENGUER,12,EL CAMP DE MORVEDRE,CITRICOS,1101,NARANJO DULCE,0,75,75,2020
7779,VALENCIA,46082,CANET D'EN BERENGUER,12,EL CAMP DE MORVEDRE,CITRICOS,1103,MANDARINO,0,16,16,2020
7780,VALENCIA,46082,CANET D'EN BERENGUER,12,EL CAMP DE MORVEDRE,CITRICOS,1104,LIMONERO,0,1,1,2020
7781,VALENCIA,46082,CANET D'EN BERENGUER,12,EL CAMP DE MORVEDRE,FRUTALES,12173,CAQUI,0,2,2,2020
7782,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,1714,1714,2020
7783,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,488,488,2020
7784,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,CITRICOS,1104,LIMONERO,0,1,1,2020
7785,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,CITRICOS,1105,POMELO,0,25,25,2020
7786,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,12,12,2020
7787,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,0,1,1,2020
7788,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,9,9,2020
7789,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,FRUTALES,1209,CIRUELO,0,1,1,2020
7790,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,2,2,2020
7791,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,183,183,2020
7792,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,FRUTALES,1218,ALMENDRO,10,0,10,2020
7793,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,FRUTALES,1219,NOGAL,0,1,1,2020
7796,VALENCIA,46084,CÀRCER,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,330,330,2020
7797,VALENCIA,46084,CÀRCER,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,153,153,2020
7798,VALENCIA,46084,CÀRCER,20,LA RIBERA ALTA,CITRICOS,1104,LIMONERO,0,1,1,2020
7799,VALENCIA,46084,CÀRCER,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,6,6,2020
7800,VALENCIA,46084,CÀRCER,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,3,3,2020
7801,VALENCIA,46084,CÀRCER,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,90,90,2020
7802,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,159,159,2020
7803,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,632,632,2020
7804,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,CITRICOS,1104,LIMONERO,0,1,1,2020
7805,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,13,13,2020
7806,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,1,50,51,2020
7807,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,424,424,2020
7808,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,1209,CIRUELO,0,3,3,2020
7809,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,1210,HIGUERA,0,2,2,2020
7810,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,1,1,2020
7811,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,12171,KIWI,0,2,2,2020
7812,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,1343,1343,2020
7813,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,1218,ALMENDRO,2,0,2,2020
7817,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,20,20,2020
7818,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,19,19,2020
7819,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,CITRICOS,1104,LIMONERO,0,1,1,2020
7820,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,3,6,9,2020
7821,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,1,10,11,2020
7822,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,5,6,11,2020
7823,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,FRUTALES,1212,GRANADO,0,2,2,2020
7824,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,20,20,2020
7825,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,9,0,9,2020
7829,VALENCIA,46087,CASAS ALTAS,9,RINCÓN DE ADEMUZ,FRUTALES,1201,MANZANO,0,6,6,2020
7830,VALENCIA,46087,CASAS ALTAS,9,RINCÓN DE ADEMUZ,FRUTALES,12173,CAQUI,0,1,1,2020
7831,VALENCIA,46087,CASAS ALTAS,9,RINCÓN DE ADEMUZ,FRUTALES,1218,ALMENDRO,169,7,176,2020
7832,VALENCIA,46087,CASAS ALTAS,9,RINCÓN DE ADEMUZ,FRUTALES,1219,NOGAL,0,1,1,2020
7834,VALENCIA,46088,CASAS BAJAS,9,RINCÓN DE ADEMUZ,FRUTALES,1201,MANZANO,0,3,3,2020
7835,VALENCIA,46088,CASAS BAJAS,9,RINCÓN DE ADEMUZ,FRUTALES,1208,MELOCOTONERO,0,1,1,2020
7836,VALENCIA,46088,CASAS BAJAS,9,RINCÓN DE ADEMUZ,FRUTALES,1218,ALMENDRO,189,5,194,2020
7837,VALENCIA,46088,CASAS BAJAS,9,RINCÓN DE ADEMUZ,FRUTALES,1219,NOGAL,4,1,5,2020
7839,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,CITRICOS,1101,NARANJO DULCE,0,342,342,2020
7840,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,CITRICOS,1103,MANDARINO,0,98,98,2020
7841,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,CITRICOS,1105,POMELO,0,1,1,2020
7842,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,FRUTALES,1206,ALBARICOQUERO,0,1,1,2020
7843,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,FRUTALES,1208,MELOCOTONERO,1,44,45,2020
7844,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,FRUTALES,1210,HIGUERA,0,5,5,2020
7845,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,FRUTALES,1212,GRANADO,0,3,3,2020
7846,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,FRUTALES,12173,CAQUI,0,17,17,2020
7847,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,FRUTALES,1218,ALMENDRO,611,343,954,2020
7852,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,8,8,2020
7853,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,4,4,2020
7854,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,CITRICOS,1104,LIMONERO,0,1,1,2020
7855,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,11,48,59,2020
7856,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,34,26,60,2020
7857,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,24,28,52,2020
7858,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1210,HIGUERA,1,0,1,2020
7859,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,110,110,2020
7860,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,26,0,26,2020
7861,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1219,NOGAL,4,0,4,2020
7867,VALENCIA,46091,CASTELLONET DE LA CONQUESTA,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,78,78,2020
7868,VALENCIA,46091,CASTELLONET DE LA CONQUESTA,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,77,77,2020
7869,VALENCIA,46091,CASTELLONET DE LA CONQUESTA,25,LA SAFOR,FRUTALES,1208,MELOCOTONERO,0,1,1,2020
7870,VALENCIA,46091,CASTELLONET DE LA CONQUESTA,25,LA SAFOR,FRUTALES,12173,CAQUI,0,3,3,2020
7871,VALENCIA,46091,CASTELLONET DE LA CONQUESTA,25,LA SAFOR,FRUTALES,1218,ALMENDRO,1,0,1,2020
7873,VALENCIA,46092,CASTIELFABIB,9,RINCÓN DE ADEMUZ,FRUTALES,1201,MANZANO,0,17,17,2020
7874,VALENCIA,46092,CASTIELFABIB,9,RINCÓN DE ADEMUZ,FRUTALES,1202,PERAL,0,1,1,2020
7875,VALENCIA,46092,CASTIELFABIB,9,RINCÓN DE ADEMUZ,FRUTALES,1218,ALMENDRO,278,10,288,2020
7876,VALENCIA,46092,CASTIELFABIB,9,RINCÓN DE ADEMUZ,FRUTALES,1219,NOGAL,3,5,8,2020
7879,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,140,140,2020
7880,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,231,231,2020
7881,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,CITRICOS,1104,LIMONERO,0,1,1,2020
7882,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,2,12,14,2020
7883,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,229,229,2020
7884,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,1209,CIRUELO,0,7,7,2020
7885,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,4,4,2020
7886,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,12171,KIWI,0,1,1,2020
7887,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,237,237,2020
7888,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,1218,ALMENDRO,25,0,25,2020
7889,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,1219,NOGAL,1,0,1,2020
7893,VALENCIA,46094,CATARROJA,16,L'HORTA SUD,CITRICOS,1101,NARANJO DULCE,0,60,60,2020
7894,VALENCIA,46094,CATARROJA,16,L'HORTA SUD,CITRICOS,1103,MANDARINO,0,45,45,2020
7895,VALENCIA,46094,CATARROJA,16,L'HORTA SUD,FRUTALES,1208,MELOCOTONERO,0,1,1,2020
7896,VALENCIA,46094,CATARROJA,16,L'HORTA SUD,FRUTALES,1209,CIRUELO,0,1,1,2020
7897,VALENCIA,46094,CATARROJA,16,L'HORTA SUD,FRUTALES,1210,HIGUERA,0,3,3,2020
7898,VALENCIA,46094,CATARROJA,16,L'HORTA SUD,FRUTALES,12173,CAQUI,0,21,21,2020
7900,VALENCIA,46095,CAUDETE DE LAS FUENTES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1204,NISPERO,0,1,1,2020
7901,VALENCIA,46095,CAUDETE DE LAS FUENTES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1209,CIRUELO,1,0,1,2020
7902,VALENCIA,46095,CAUDETE DE LAS FUENTES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1218,ALMENDRO,420,31,451,2020
7903,VALENCIA,46095,CAUDETE DE LAS FUENTES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1219,NOGAL,0,5,5,2020
7908,VALENCIA,46096,CERDÀ,23,LA COSTERA,CITRICOS,1101,NARANJO DULCE,0,12,12,2020
7909,VALENCIA,46096,CERDÀ,23,LA COSTERA,CITRICOS,1103,MANDARINO,0,9,9,2020
7910,VALENCIA,46096,CERDÀ,23,LA COSTERA,CITRICOS,1104,LIMONERO,0,1,1,2020
7911,VALENCIA,46096,CERDÀ,23,LA COSTERA,FRUTALES,1206,ALBARICOQUERO,0,2,2,2020
7912,VALENCIA,46096,CERDÀ,23,LA COSTERA,FRUTALES,1209,CIRUELO,1,0,1,2020
7913,VALENCIA,46096,CERDÀ,23,LA COSTERA,FRUTALES,1212,GRANADO,0,1,1,2020
7914,VALENCIA,46096,CERDÀ,23,LA COSTERA,FRUTALES,12173,CAQUI,0,4,4,2020
7916,VALENCIA,46097,COFRENTES,19,EL VALLE DE AYORA,FRUTALES,1208,MELOCOTONERO,4,7,11,2020
7917,VALENCIA,46097,COFRENTES,19,EL VALLE DE AYORA,FRUTALES,1209,CIRUELO,1,0,1,2020
7918,VALENCIA,46097,COFRENTES,19,EL VALLE DE AYORA,FRUTALES,1218,ALMENDRO,580,28,608,2020
7921,VALENCIA,46098,CORBERA,21,LA RIBERA BAIXA,CITRICOS,1101,NARANJO DULCE,0,626,626,2020
7922,VALENCIA,46098,CORBERA,21,LA RIBERA BAIXA,CITRICOS,1103,MANDARINO,0,162,162,2020
7923,VALENCIA,46098,CORBERA,21,LA RIBERA BAIXA,CITRICOS,1104,LIMONERO,0,4,4,2020
7924,VALENCIA,46098,CORBERA,21,LA RIBERA BAIXA,FRUTALES,1208,MELOCOTONERO,0,2,2,2020
7925,VALENCIA,46098,CORBERA,21,LA RIBERA BAIXA,FRUTALES,12173,CAQUI,0,50,50,2020
7926,VALENCIA,46099,CORTES DE PALLÁS,19,EL VALLE DE AYORA,FRUTALES,1208,MELOCOTONERO,1,1,2,2020
7927,VALENCIA,46099,CORTES DE PALLÁS,19,EL VALLE DE AYORA,FRUTALES,1218,ALMENDRO,224,19,243,2020
7928,VALENCIA,46099,CORTES DE PALLÁS,19,EL VALLE DE AYORA,FRUTALES,1219,NOGAL,0,3,3,2020
7931,VALENCIA,46100,COTES,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,208,208,2020
7932,VALENCIA,46100,COTES,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,40,40,2020
7933,VALENCIA,46100,COTES,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,27,27,2020
7935,VALENCIA,46101,QUART DE LES VALLS,12,EL CAMP DE MORVEDRE,CITRICOS,1101,NARANJO DULCE,0,86,86,2020
7936,VALENCIA,46101,QUART DE LES VALLS,12,EL CAMP DE MORVEDRE,CITRICOS,1103,MANDARINO,0,181,181,2020
7937,VALENCIA,46101,QUART DE LES VALLS,12,EL CAMP DE MORVEDRE,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,9,9,2020
7938,VALENCIA,46101,QUART DE LES VALLS,12,EL CAMP DE MORVEDRE,FRUTALES,1204,NISPERO,0,1,1,2020
7939,VALENCIA,46101,QUART DE LES VALLS,12,EL CAMP DE MORVEDRE,FRUTALES,1213,AGUACATE,0,26,26,2020
7940,VALENCIA,46101,QUART DE LES VALLS,12,EL CAMP DE MORVEDRE,FRUTALES,12173,CAQUI,0,5,5,2020
7942,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,CITRICOS,1101,NARANJO DULCE,0,289,289,2020
7943,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,CITRICOS,1103,MANDARINO,0,174,174,2020
7944,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,CITRICOS,1105,POMELO,0,5,5,2020
7945,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,FRUTALES,1206,ALBARICOQUERO,1,12,13,2020
7946,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,FRUTALES,1208,MELOCOTONERO,0,3,3,2020
7947,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,FRUTALES,1212,GRANADO,0,3,3,2020
7948,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,FRUTALES,12173,CAQUI,0,14,14,2020
7949,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,FRUTALES,1218,ALMENDRO,0,1,1,2020
7950,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,FRUTALES,1219,NOGAL,0,3,3,2020
7954,VALENCIA,46103,QUARTELL,12,EL CAMP DE MORVEDRE,CITRICOS,1101,NARANJO DULCE,0,55,55,2020
7955,VALENCIA,46103,QUARTELL,12,EL CAMP DE MORVEDRE,CITRICOS,1103,MANDARINO,0,63,63,2020
7956,VALENCIA,46103,QUARTELL,12,EL CAMP DE MORVEDRE,FRUTALES,1212,GRANADO,0,1,1,2020
7957,VALENCIA,46103,QUARTELL,12,EL CAMP DE MORVEDRE,FRUTALES,1213,AGUACATE,0,8,8,2020
7958,VALENCIA,46103,QUARTELL,12,EL CAMP DE MORVEDRE,FRUTALES,1222,PISTACHO,0,1,1,2020
7960,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,161,161,2020
7961,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,111,111,2020
7962,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,7,7,2020
7963,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1201,MANZANO,1,2,3,2020
7964,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,2,47,49,2020
7965,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,8,42,50,2020
7966,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,4,33,37,2020
7967,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1210,HIGUERA,1,1,2,2020
7968,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1212,GRANADO,0,1,1,2020
7969,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,65,65,2020
7970,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,6,2,8,2020
7971,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1219,NOGAL,0,1,1,2020
7975,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,CITRICOS,1101,NARANJO DULCE,0,680,680,2020
7976,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,CITRICOS,1103,MANDARINO,0,285,285,2020
7977,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,CITRICOS,1104,LIMONERO,0,3,3,2020
7978,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,CITRICOS,1105,POMELO,0,17,17,2020
7979,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,13,13,2020
7980,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,FRUTALES,1204,NISPERO,0,1,1,2020
7981,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,FRUTALES,1210,HIGUERA,0,2,2,2020
7982,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,FRUTALES,1212,GRANADO,0,8,8,2020
7983,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,FRUTALES,1213,AGUACATE,0,13,13,2020
7984,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,FRUTALES,12171,KIWI,0,2,2,2020
7985,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,FRUTALES,12173,CAQUI,0,10,10,2020
7986,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,FRUTALES,1219,NOGAL,0,1,1,2020
7988,VALENCIA,46106,CHELVA,10,LOS SERRANOS,CITRICOS,1101,NARANJO DULCE,0,6,6,2020
